left_id,left_canonical_name,left_normalized_name,right_id,right_canonical_name,right_normalized_name,similarity,suggested_name,approved,memo
191,숙주,숙주,2860,찐감자,찐감자,0.9589,,,
302,다진 호박,다진호박,2387,"쥬키니호박
애호박1/2개",쥬키니호박,0.9589,,,
373,들깻가루,들깻가루,567,캐찹,캐찹,0.9589,,,
373,들깻가루,들깻가루,896,체더치즈,체더치즈,0.9589,,,
556,게맛살,게맛살,567,캐찹,캐찹,0.9589,,,
559,머스터드소스,머스터드소스,2173,동그란어묵,동그란어묵,0.9589,,,
1476,조림간장,조림간장,2614,생강청,생강청,0.9589,,,
1734,쪽파,쪽파,2069,세발나물,세발나물,0.9589,,,
1763,취나물,취나물,2288,인삼,인삼,0.9589,,,
1770,원당,원당,1938,적채,적채,0.9589,,,
1783,겨자,겨자,1938,적채,적채,0.9589,,,
1961,다시마물,다시마물,2390,녹말,녹말,0.9589,,,
2014,순두부,순두부,2200,허브솔트,허브솔트,0.9589,,,
2067,명란,명란,2462,굴,굴,0.9589,,,
2185,보리새우,보리새우,2441,매실엑기스,매실엑기스,0.9589,,,
20,집고추장,집고추장,1936,조각다시마,조각다시마,0.9588,,,
35,깨소금,깨소금,2288,인삼,인삼,0.9588,,,
37,매실청,매실청,1770,원당,원당,0.9588,,,
43,굴소스,굴소스,2689,소면,소면,0.9588,,,
84,매실액,매실액,138,들깨가루,들깨가루,0.9588,,,
132,마요네즈,마요네즈,896,체더치즈,체더치즈,0.9588,,,
132,마요네즈,마요네즈,2665,짜장소스,짜장소스,0.9588,,,
175,차돌박이,차돌박이,2614,생강청,생강청,0.9588,,,
191,숙주,숙주,283,호두,호두,0.9588,,,
556,게맛살,게맛살,2689,소면,소면,0.9588,,,
1879,둥근긴어묵,둥근긴어묵,2014,순두부,순두부,0.9588,,,
2173,동그란어묵,동그란어묵,2635,자른미역,자른미역,0.9588,,,
2200,허브솔트,허브솔트,2793,네모참치,네모참치,0.9588,,,
559,머스터드소스,머스터드소스,1783,겨자,겨자,0.9587,,,
559,머스터드소스,머스터드소스,2750,죽봉어묵,죽봉어묵,0.9587,,,
669,해바라기유,해바라기유,2173,동그란어묵,동그란어묵,0.9587,,,
712,리챔,리챔,2104,다진양파,다진양파,0.9587,,,
896,체더치즈,체더치즈,1476,조림간장,조림간장,0.9587,,,
1734,쪽파,쪽파,2304,얼가리,얼가리,0.9587,,,
1883,미역,미역,2229,건표고,건표고,0.9587,,,
1887,가래떡,가래떡,2229,건표고,건표고,0.9587,,,
1924,불린미역,불린미역,2200,허브솔트,허브솔트,0.9587,,,
1949,순대,순대,2097,굴비,굴비,0.9587,,,
2218,가시오이,가시오이,2341,무시래기,무시래기,0.9587,,,
2381,무말랭이,무말랭이,2753,노랑파프리카,노랑파프리카,0.9587,,,
56,두부,두부,191,숙주,숙주,0.9586,,,
93,도토리묵,도토리묵,132,마요네즈,마요네즈,0.9586,,,
135,들깨,들깨,166,연겨자,연겨자,0.9586,,,
152,크래미,크래미,2173,동그란어묵,동그란어묵,0.9586,,,
193,홀그레인머스타드,홀그레인머스타드,2185,보리새우,보리새우,0.9586,,,
313,밥새우,밥새우,1856,후랑크소세지,후랑크소세지,0.9586,,,
344,국간장(조선간장),국간장(조선간장),2097,굴비,굴비,0.9586,,,
373,들깻가루,들깻가루,1968,황석어젓,황석어젓,0.9586,,,
1439,꽁치통조림,꽁치통조림,2630,단감,단감,0.9586,,,
1724,찐계란,찐계란,2753,노랑파프리카,노랑파프리카,0.9586,,,
1783,겨자,겨자,2252,모두부,모두부,0.9586,,,
1856,후랑크소세지,후랑크소세지,2805,미원,미원,0.9586,,,
2048,알래스칸 사각어묵,알래스칸사각어묵,2319,넓적 어묵,넓적어묵,0.9586,,,
2304,얼가리,얼가리,2665,짜장소스,짜장소스,0.9586,,,
19,된장,된장,2470,어간장,어간장,0.9585,,,
20,집고추장,집고추장,2793,네모참치,네모참치,0.9585,,,
35,깨소금,깨소금,2099,납작어묵,납작어묵,0.9585,,,
42,식용유,식용유,2067,명란,명란,0.9585,,,
50,참치액,참치액,2270,잔파,잔파,0.9585,,,
78,부추,부추,2377,양상추,양상추,0.9585,,,
138,들깨가루,들깨가루,669,해바라기유,해바라기유,0.9585,,,
322,오징어채,오징어채,2005,북어채,북어채,0.9585,,,
567,캐찹,캐찹,2075,연두부,연두부,0.9585,,,
896,체더치즈,체더치즈,2124,건미역,건미역,0.9585,,,
948,뉴슈가,뉴슈가,1856,후랑크소세지,후랑크소세지,0.9585,,,
1853,단호박,단호박,2014,순두부,순두부,0.9585,,,
1981,파채,파채,2793,네모참치,네모참치,0.9585,,,
2173,동그란어묵,동그란어묵,2660,새우가루,새우가루,0.9585,,,
2229,건표고,건표고,2557,노랑피망,노랑피망,0.9585,,,
188,생강가루,생강가루,1961,다시마물,다시마물,0.9584,,,
239,가지,가지,2173,동그란어묵,동그란어묵,0.9584,,,
361,소주,소주,713,묵은지,묵은지,0.9584,,,
713,묵은지,묵은지,1763,취나물,취나물,0.9584,,,
713,묵은지,묵은지,2097,굴비,굴비,0.9584,,,
1391,소세지,소세지,2218,가시오이,가시오이,0.9584,,,
1763,취나물,취나물,2089,고수,고수,0.9584,,,
1770,원당,원당,2304,얼가리,얼가리,0.9584,,,
1837,짜장가루,짜장가루,2099,납작어묵,납작어묵,0.9584,,,
2097,굴비,굴비,2288,인삼,인삼,0.9584,,,
2304,얼가리,얼가리,2630,단감,단감,0.9584,,,
7,샤브용 소고기 목살,샤브용소고기목살,2137,소고기 홍두깨살,소고기홍두깨살,0.9583,,,
11,국간장,간장,2401,우리밀 볼어묵,우리밀볼어묵,0.9583,,,
42,식용유,식용유,1924,불린미역,불린미역,0.9583,,,
43,굴소스,굴소스,1949,순대,순대,0.9583,,,
138,들깨가루,들깨가루,1971,식용류,식용류,0.9583,,,
193,홀그레인머스타드,홀그레인머스타드,2665,짜장소스,짜장소스,0.9583,,,
283,호두,호두,2481,알감자,알감자,0.9583,,,
373,들깻가루,들깻가루,1936,조각다시마,조각다시마,0.9583,,,
556,게맛살,게맛살,2288,인삼,인삼,0.9583,,,
713,묵은지,묵은지,2270,잔파,잔파,0.9583,,,
1439,꽁치통조림,꽁치통조림,2012,실채,실채,0.9583,,,
1476,조림간장,조림간장,2390,녹말,녹말,0.9583,,,
1734,쪽파,쪽파,2557,노랑피망,노랑피망,0.9583,,,
1938,적채,적채,1997,곤약면,곤약면,0.9583,,,
2241,말린 표고,말린표고,2455,사각 어묵,사각어묵,0.9583,,,
2270,잔파,잔파,2661,메이플시럽,메이플시럽,0.9583,,,
2427,다진견과류,다진견과류,2614,생강청,생강청,0.9583,,,
43,굴소스,굴소스,117,파슬리,파슬리,0.9582,,,
86,캐첩,케첩,181,당면,면,0.9582,,,
138,들깨가루,들깨가루,1887,가래떡,가래떡,0.9582,,,
166,연겨자,연겨자,188,생강가루,생강가루,0.9582,,,
1783,겨자,겨자,2099,납작어묵,납작어묵,0.9582,,,
1839,멸치다시마물,멸치다시마물,2015,멸치가루,멸치가루,0.9582,,,
1856,후랑크소세지,후랑크소세지,2044,참나물,참나물,0.9582,,,
1961,다시마물,다시마물,2229,건표고,건표고,0.9582,,,
1997,곤약면,곤약면,2168,자숙새우,자숙새우,0.9582,,,
2022,피망,피망,2635,자른미역,자른미역,0.9582,,,
2044,참나물,참나물,2263,매실액기스,매실액기스,0.9582,,,
2173,동그란어묵,동그란어묵,2614,생강청,생강청,0.9582,,,
2185,보리새우,보리새우,2324,동글 어묵,동글어묵,0.9582,,,
2660,새우가루,새우가루,2793,네모참치,네모참치,0.9582,,,
104,청국장,청국장,2229,건표고,건표고,0.9581,,,
135,들깨,들깨,2860,찐감자,찐감자,0.9581,,,
261,상추,상추,2083,다진고추,다진고추,0.9581,,,
361,소주,소주,2263,매실액기스,매실액기스,0.9581,,,
713,묵은지,묵은지,2665,짜장소스,짜장소스,0.9581,,,
896,체더치즈,체더치즈,1968,황석어젓,황석어젓,0.9581,,,
1439,꽁치통조림,꽁치통조림,2481,알감자,알감자,0.9581,,,
1883,미역,미역,2014,순두부,순두부,0.9581,,,
1936,조각다시마,조각다시마,2097,굴비,굴비,0.9581,,,
1936,조각다시마,조각다시마,3170,야채어묵,야채어묵,0.9581,,,
1949,순대,순대,2390,녹말,녹말,0.9581,,,
1971,식용류,식용류,2630,단감,단감,0.9581,,,
2014,순두부,순두부,2304,얼가리,얼가리,0.9581,,,
2069,세발나물,세발나물,2270,잔파,잔파,0.9581,,,
2124,건미역,건미역,2200,허브솔트,허브솔트,0.9581,,,
2168,자숙새우,자숙새우,2635,자른미역,자른미역,0.9581,,,
2270,잔파,잔파,2860,찐감자,찐감자,0.9581,,,
2337,땡초,땡초,2660,새우가루,새우가루,0.9581,,,
2661,메이플시럽,메이플시럽,2689,소면,소면,0.9581,,,
42,식용유,식용유,138,들깨가루,들깨가루,0.958,,,
86,캐첩,케첩,2455,사각 어묵,사각어묵,0.958,,,
117,파슬리,파슬리,191,숙주,숙주,0.958,,,
138,들깨가루,들깨가루,1172,부침유,부침유,0.958,,,
166,연겨자,연겨자,669,해바라기유,해바라기유,0.958,,,
373,들깻가루,들깻가루,2860,찐감자,찐감자,0.958,,,
713,묵은지,묵은지,2075,연두부,연두부,0.958,,,
896,체더치즈,체더치즈,2104,다진양파,다진양파,0.958,,,
1391,소세지,소세지,1476,조림간장,조림간장,0.958,,,
1770,원당,원당,2263,매실액기스,매실액기스,0.958,,,
1837,짜장가루,짜장가루,2805,미원,미원,0.958,,,
2104,다진양파,다진양파,2557,노랑피망,노랑피망,0.958,,,
2259,청고추,청고추,2261,방울양배추,방울양배추,0.958,,,
2401,우리밀 볼어묵,우리밀볼어묵,2455,사각 어묵,사각어묵,0.958,,,
2462,굴,굴,2625,근대,근대,0.958,,,
93,도토리묵,도토리묵,2661,메이플시럽,메이플시럽,0.9579,,,
104,청국장,청국장,2097,굴비,굴비,0.9579,,,
265,찰보리 고추장,찰보리고추장,346,다진 애호박,다진애호박,0.9579,,,
293,미나리,미나리,361,소주,소주,0.9579,,,
713,묵은지,묵은지,2557,노랑피망,노랑피망,0.9579,,,
896,체더치즈,체더치즈,1783,겨자,겨자,0.9579,,,
1172,부침유,부침유,2462,굴,굴,0.9579,,,
1476,조림간장,조림간장,1981,파채,파채,0.9579,,,
1981,파채,파채,2661,메이플시럽,메이플시럽,0.9579,,,
42,식용유,식용유,93,도토리묵,도토리묵,0.9578,,,
84,매실액,매실액,2390,녹말,녹말,0.9578,,,
104,청국장,청국장,2635,자른미역,자른미역,0.9578,,,
117,파슬리,파슬리,2104,다진양파,다진양파,0.9578,,,
546,오리고기,오리고기,556,게맛살,게맛살,0.9578,,,
567,캐찹,캐찹,1887,가래떡,가래떡,0.9578,,,
713,묵은지,묵은지,2263,매실액기스,매실액기스,0.9578,,,
1729,알육수,알육수,1853,단호박,단호박,0.9578,,,
1734,쪽파,쪽파,2390,녹말,녹말,0.9578,,,
1734,쪽파,쪽파,2665,짜장소스,짜장소스,0.9578,,,
1783,겨자,겨자,2470,어간장,어간장,0.9578,,,
1971,식용류,식용류,1997,곤약면,곤약면,0.9578,,,
2012,실채,실채,2097,굴비,굴비,0.9578,,,
2022,피망,피망,2793,네모참치,네모참치,0.9578,,,
2044,참나물,참나물,2390,녹말,녹말,0.9578,,,
2097,굴비,굴비,2660,새우가루,새우가루,0.9578,,,
2099,납작어묵,납작어묵,2263,매실액기스,매실액기스,0.9578,,,
93,도토리묵,도토리묵,712,리챔,리챔,0.9577,,,
93,도토리묵,도토리묵,1968,황석어젓,황석어젓,0.9577,,,
138,들깨가루,들깨가루,1938,적채,적채,0.9577,,,
166,연겨자,연겨자,2614,생강청,생강청,0.9577,,,
188,생강가루,생강가루,1476,조림간장,조림간장,0.9577,,,
373,들깻가루,들깻가루,2661,메이플시럽,메이플시럽,0.9577,,,
669,해바라기유,해바라기유,2012,실채,실채,0.9577,,,
896,체더치즈,체더치즈,2044,참나물,참나물,0.9577,,,
1783,겨자,겨자,2003,다시다,다시다,0.9577,,,
1887,가래떡,가래떡,2067,명란,명란,0.9577,,,
2067,명란,명란,2481,알감자,알감자,0.9577,,,
2427,다진견과류,다진견과류,2793,네모참치,네모참치,0.9577,,,
42,식용유,식용유,166,연겨자,연겨자,0.9576,,,
138,들깨가루,들깨가루,2044,참나물,참나물,0.9576,,,
152,크래미,크래미,216,견과류,견과류,0.9576,,,
152,크래미,크래미,2337,땡초,땡초,0.9576,,,
193,홀그레인머스타드,홀그레인머스타드,2481,알감자,알감자,0.9576,,,
283,호두,호두,712,리챔,리챔,0.9576,,,
344,국간장(조선간장),국간장(조선간장),2173,동그란어묵,동그란어묵,0.9576,,,
1476,조림간장,조림간장,2665,짜장소스,짜장소스,0.9576,,,
1853,단호박,단호박,2252,모두부,모두부,0.9576,,,
1924,불린미역,불린미역,2860,찐감자,찐감자,0.9576,,,
2012,실채,실채,2625,근대,근대,0.9576,,,
2083,다진고추,다진고추,2234,양배추채,양배추채,0.9576,,,
2252,모두부,모두부,2793,네모참치,네모참치,0.9576,,,
2660,새우가루,새우가루,2665,짜장소스,짜장소스,0.9576,,,
6,무청시래기,무청시래기,2427,다진견과류,다진견과류,0.9575,,,
6,무청시래기,무청시래기,2557,노랑피망,노랑피망,0.9575,,,
117,파슬리,파슬리,2805,미원,미원,0.9575,,,
344,국간장(조선간장),국간장(조선간장),2124,건미역,건미역,0.9575,,,
567,캐찹,캐찹,2665,짜장소스,짜장소스,0.9575,,,
1391,소세지,소세지,2635,자른미역,자른미역,0.9575,,,
1476,조림간장,조림간장,1729,알육수,알육수,0.9575,,,
2481,알감자,알감자,2753,노랑파프리카,노랑파프리카,0.9575,,,
37,매실청,매실청,344,국간장(조선간장),국간장(조선간장),0.9574,,,
138,들깨가루,들깨가루,2288,인삼,인삼,0.9574,,,
152,크래미,크래미,166,연겨자,연겨자,0.9574,,,
283,호두,호두,1783,겨자,겨자,0.9574,,,
1853,단호박,단호박,2168,자숙새우,자숙새우,0.9574,,,
1856,후랑크소세지,후랑크소세지,2075,연두부,연두부,0.9574,,,
1883,미역,미역,2557,노랑피망,노랑피망,0.9574,,,
1924,불린미역,불린미역,1981,파채,파채,0.9574,,,
1986,다진야채,다진야채,2104,다진양파,다진양파,0.9574,,,
2124,건미역,건미역,2753,노랑파프리카,노랑파프리카,0.9574,,,
37,매실청,매실청,373,들깻가루,들깻가루,0.9573,,,
104,청국장,청국장,191,숙주,숙주,0.9573,,,
118,머스타드,머스타드,193,홀그레인머스타드,홀그레인머스타드,0.9573,,,
188,생강가루,생강가루,2069,세발나물,세발나물,0.9573,,,
239,가지,가지,1763,취나물,취나물,0.9573,,,
313,밥새우,밥새우,1724,찐계란,찐계란,0.9573,,,
361,소주,소주,1948,새우젓국물,새우젓국물,0.9573,,,
361,소주,소주,2753,노랑파프리카,노랑파프리카,0.9573,,,
556,게맛살,게맛살,1961,다시마물,다시마물,0.9573,,,
556,게맛살,게맛살,2304,얼가리,얼가리,0.9573,,,
567,캐찹,캐찹,1981,파채,파채,0.9573,,,
669,해바라기유,해바라기유,1763,취나물,취나물,0.9573,,,
949,냉동청양고추,냉동청양고추,2261,방울양배추,방울양배추,0.9573,,,
1391,소세지,소세지,2270,잔파,잔파,0.9573,,,
1724,찐계란,찐계란,2359,손질오징어,손질오징어,0.9573,,,
1734,쪽파,쪽파,1981,파채,파채,0.9573,,,
1783,겨자,겨자,2263,매실액기스,매실액기스,0.9573,,,
1837,짜장가루,짜장가루,1938,적채,적채,0.9573,,,
2104,다진양파,다진양파,2750,죽봉어묵,죽봉어묵,0.9573,,,
2124,건미역,건미역,2337,땡초,땡초,0.9573,,,
2185,보리새우,보리새우,2481,알감자,알감자,0.9573,,,
2263,매실액기스,매실액기스,2793,네모참치,네모참치,0.9573,,,
2462,굴,굴,2660,새우가루,새우가루,0.9573,,,
138,들깨가루,들깨가루,239,가지,가지,0.9572,,,
191,숙주,숙주,2622,매실,매실,0.9572,,,
273,달래,달래,2381,무말랭이,무말랭이,0.9572,,,
361,소주,소주,2661,메이플시럽,메이플시럽,0.9572,,,
373,들깻가루,들깻가루,2263,매실액기스,매실액기스,0.9572,,,
1856,후랑크소세지,후랑크소세지,2381,무말랭이,무말랭이,0.9572,,,
1948,새우젓국물,새우젓국물,1968,황석어젓,황석어젓,0.9572,,,
2003,다시다,다시다,2481,알감자,알감자,0.9572,,,
2044,참나물,참나물,2294,파래김,파래김,0.9572,,,
2044,참나물,참나물,2614,생강청,생강청,0.9572,,,
2104,다진양파,다진양파,2337,땡초,땡초,0.9572,,,
2341,무시래기,무시래기,2381,무말랭이,무말랭이,0.9572,,,
37,매실청,매실청,84,매실액,매실액,0.9571,매실액,Y,rule_exact_after_cleanup
37,매실청,매실청,1439,꽁치통조림,꽁치통조림,0.9571,,,
50,참치액,참치액,1734,쪽파,쪽파,0.9571,,,
152,크래미,크래미,1856,후랑크소세지,후랑크소세지,0.9571,,,
177,돼지고기 다짐육,돼지고기,333,소고기다짐육 + 돼지고기다짐육,소고기다짐육+돼지고기다짐육,0.9571,,,
373,들깻가루,들깻가루,2337,땡초,땡초,0.9571,,,
546,오리고기,오리고기,2097,굴비,굴비,0.9571,,,
556,게맛살,게맛살,952,양파즙,양파즙,0.9571,,,
559,머스터드소스,머스터드소스,2124,건미역,건미역,0.9571,,,
713,묵은지,묵은지,1734,쪽파,쪽파,0.9571,,,
1853,단호박,단호박,1883,미역,미역,0.9571,,,
1856,후랑크소세지,후랑크소세지,2124,건미역,건미역,0.9571,,,
1856,후랑크소세지,후랑크소세지,2288,인삼,인삼,0.9571,,,
1936,조각다시마,조각다시마,2229,건표고,건표고,0.9571,,,
1938,적채,적채,2481,알감자,알감자,0.9571,,,
2015,멸치가루,멸치가루,2406,중멸치,중멸치,0.9571,,,
2044,참나물,참나물,2337,땡초,땡초,0.9571,,,
2229,건표고,건표고,2630,단감,단감,0.9571,,,
2557,노랑피망,노랑피망,2660,새우가루,새우가루,0.9571,,,
11,국간장,간장,22,사각어묵,어묵,0.957,,,
35,깨소금,깨소금,191,숙주,숙주,0.957,,,
37,매실청,매실청,567,캐찹,캐찹,0.957,,,
152,크래미,크래미,1936,조각다시마,조각다시마,0.957,,,
175,차돌박이,차돌박이,1961,다시마물,다시마물,0.957,,,
216,견과류,견과류,1439,꽁치통조림,꽁치통조림,0.957,,,
567,캐찹,캐찹,1476,조림간장,조림간장,0.957,,,
952,양파즙,양파즙,2014,순두부,순두부,0.957,,,
1439,꽁치통조림,꽁치통조림,1887,가래떡,가래떡,0.957,,,
1729,알육수,알육수,2097,굴비,굴비,0.957,,,
1729,알육수,알육수,2630,단감,단감,0.957,,,
1856,후랑크소세지,후랑크소세지,2218,가시오이,가시오이,0.957,,,
1887,가래떡,가래떡,2337,땡초,땡초,0.957,,,
1918,실파,실파,2441,매실엑기스,매실엑기스,0.957,,,
1949,순대,순대,2294,파래김,파래김,0.957,,,
2044,참나물,참나물,2625,근대,근대,0.957,,,
2075,연두부,연두부,2860,찐감자,찐감자,0.957,,,
2630,단감,단감,2860,찐감자,찐감자,0.957,,,
37,매실청,매실청,2622,매실,매실,0.9569,,,
43,굴소스,굴소스,1961,다시마물,다시마물,0.9569,,,
50,참치액,참치액,2660,새우가루,새우가루,0.9569,,,
84,매실액,매실액,1770,원당,원당,0.9569,,,
138,들깨가루,들깨가루,1439,꽁치통조림,꽁치통조림,0.9569,,,
188,생강가루,생강가루,1924,불린미역,불린미역,0.9569,,,
193,홀그레인머스타드,홀그레인머스타드,1856,후랑크소세지,후랑크소세지,0.9569,,,
239,가지,가지,1883,미역,미역,0.9569,,,
669,해바라기유,해바라기유,1981,파채,파채,0.9569,,,
712,리챔,리챔,2288,인삼,인삼,0.9569,,,
2075,연두부,연두부,2470,어간장,어간장,0.9569,,,
2200,허브솔트,허브솔트,2689,소면,소면,0.9569,,,
2635,자른미역,자른미역,2660,새우가루,새우가루,0.9569,,,
6,무청시래기,무청시래기,175,차돌박이,차돌박이,0.9568,,,
43,굴소스,굴소스,138,들깨가루,들깨가루,0.9568,,,
84,매실액,매실액,373,들깻가루,들깻가루,0.9568,,,
93,도토리묵,도토리묵,1971,식용류,식용류,0.9568,,,
152,크래미,크래미,1439,꽁치통조림,꽁치통조림,0.9568,,,
175,차돌박이,차돌박이,2462,굴,굴,0.9568,,,
344,국간장(조선간장),국간장(조선간장),2462,굴,굴,0.9568,,,
390,마른 김,마른김,2016,다진 신김치,다진신김치,0.9568,,,
556,게맛살,게맛살,2688,바지락살,바지락살,0.9568,,,
669,해바라기유,해바라기유,2462,굴,굴,0.9568,,,
1391,소세지,소세지,2660,새우가루,새우가루,0.9568,,,
1770,원당,원당,2630,단감,단감,0.9568,,,
1837,짜장가루,짜장가루,2665,짜장소스,짜장소스,0.9568,,,
1853,단호박,단호박,2427,다진견과류,다진견과류,0.9568,,,
1936,조각다시마,조각다시마,2390,녹말,녹말,0.9568,,,
1940,주황 파프리카,주황파프리카,2311,얼갈이배추,얼갈이배추,0.9568,,,
2124,건미역,건미역,2860,찐감자,찐감자,0.9568,,,
2661,메이플시럽,메이플시럽,2793,네모참치,네모참치,0.9568,,,
20,집고추장,집고추장,2270,잔파,잔파,0.9567,,,
50,참치액,참치액,2099,납작어묵,납작어묵,0.9567,,,
196,황태채,황태채,2234,양배추채,양배추채,0.9567,,,
373,들깻가루,들깻가루,713,묵은지,묵은지,0.9567,,,
713,묵은지,묵은지,2229,건표고,건표고,0.9567,,,
713,묵은지,묵은지,2630,단감,단감,0.9567,,,
1131,집간장,집간장,2625,근대,근대,0.9567,,,
1476,조림간장,조림간장,2069,세발나물,세발나물,0.9567,,,
1856,후랑크소세지,후랑크소세지,1956,프랑크소세지,프랑크소세지,0.9567,소시지,Y,rule_exact_after_cleanup
1986,다진야채,다진야채,2044,참나물,참나물,0.9567,,,
2104,다진양파,다진양파,2304,얼가리,얼가리,0.9567,,,
2529,마른 미역,마른미역,3172,양파 채썬거,양파거,0.9567,,,
2665,짜장소스,짜장소스,2860,찐감자,찐감자,0.9567,,,
42,식용유,식용유,2229,건표고,건표고,0.9566,,,
43,굴소스,굴소스,546,오리고기,오리고기,0.9566,,,
84,매실액,매실액,2075,연두부,연두부,0.9566,,,
84,매실액,매실액,2097,굴비,굴비,0.9566,,,
196,황태채,황태채,2661,메이플시럽,메이플시럽,0.9566,,,
216,견과류,견과류,896,체더치즈,체더치즈,0.9566,,,
239,가지,가지,713,묵은지,묵은지,0.9566,,,
344,국간장(조선간장),국간장(조선간장),1131,집간장,집간장,0.9566,,,
556,게맛살,게맛살,559,머스터드소스,머스터드소스,0.9566,,,
567,캐찹,캐찹,2044,참나물,참나물,0.9566,,,
712,리챔,리챔,1961,다시마물,다시마물,0.9566,,,
1131,집간장,집간장,1853,단호박,단호박,0.9566,,,
1391,소세지,소세지,1924,불린미역,불린미역,0.9566,,,
1837,짜장가루,짜장가루,1987,녹말가루,녹말가루,0.9566,,,
1853,단호박,단호박,2044,참나물,참나물,0.9566,,,
1879,둥근긴어묵,둥근긴어묵,2750,죽봉어묵,죽봉어묵,0.9566,,,
2099,납작어묵,납작어묵,2124,건미역,건미역,0.9566,,,
2104,다진양파,다진양파,2625,근대,근대,0.9566,,,
2200,허브솔트,허브솔트,2263,매실액기스,매실액기스,0.9566,,,
2304,얼가리,얼가리,2860,찐감자,찐감자,0.9566,,,
2324,동글 어묵,동글어묵,2891,저염 명란,저염명란,0.9566,,,
2390,녹말,녹말,2635,자른미역,자른미역,0.9566,,,
37,매실청,매실청,2470,어간장,어간장,0.9565,,,
42,식용유,식용유,2557,노랑피망,노랑피망,0.9565,,,
84,매실액,매실액,1853,단호박,단호박,0.9565,,,
138,들깨가루,들깨가루,373,들깻가루,들깻가루,0.9565,들깨가루,Y,rule_exact_after_cleanup
138,들깨가루,들깨가루,1883,미역,미역,0.9565,,,
216,견과류,견과류,2665,짜장소스,짜장소스,0.9565,,,
358,대패 삼겹살,대패삼겹살,2324,동글 어묵,동글어묵,0.9565,,,
373,들깻가루,들깻가루,1924,불린미역,불린미역,0.9565,,,
373,들깻가루,들깻가루,1938,적채,적채,0.9565,,,
1731,코인육수,코인육수,2075,연두부,연두부,0.9565,,,
1949,순대,순대,1968,황석어젓,황석어젓,0.9565,,,
1971,식용류,식용류,2097,굴비,굴비,0.9565,,,
2097,굴비,굴비,3578,큰감자,큰감자,0.9565,,,
2099,납작어묵,납작어묵,2462,굴,굴,0.9565,,,
2304,얼가리,얼가리,2635,자른미역,자른미역,0.9565,,,
2462,굴,굴,2614,생강청,생강청,0.9565,,,
104,청국장,청국장,166,연겨자,연겨자,0.9564,,,
216,견과류,견과류,2557,노랑피망,노랑피망,0.9564,,,
373,들깻가루,들깻가루,546,오리고기,오리고기,0.9564,,,
546,오리고기,오리고기,2462,굴,굴,0.9564,,,
669,해바라기유,해바라기유,2014,순두부,순두부,0.9564,,,
713,묵은지,묵은지,1724,찐계란,찐계란,0.9564,,,
1724,찐계란,찐계란,2304,얼가리,얼가리,0.9564,,,
1729,알육수,알육수,1997,곤약면,곤약면,0.9564,,,
1949,순대,순대,2635,자른미역,자른미역,0.9564,,,
1968,황석어젓,황석어젓,2075,연두부,연두부,0.9564,,,
2614,생강청,생강청,3578,큰감자,큰감자,0.9564,,,
20,집고추장,집고추장,2097,굴비,굴비,0.9563,,,
35,깨소금,깨소금,1734,쪽파,쪽파,0.9563,,,
43,굴소스,굴소스,216,견과류,견과류,0.9563,,,
76,김가루,김가루,663,김장김치,김장김치,0.9563,,,
302,다진 호박,다진호박,390,마른 김,마른김,0.9563,,,
567,캐찹,캐찹,713,묵은지,묵은지,0.9563,,,
1439,꽁치통조림,꽁치통조림,1961,다시마물,다시마물,0.9563,,,
1729,알육수,알육수,1961,다시마물,다시마물,0.9563,,,
1936,조각다시마,조각다시마,2750,죽봉어묵,죽봉어묵,0.9563,,,
2097,굴비,굴비,2099,납작어묵,납작어묵,0.9563,,,
2104,다진양파,다진양파,2200,허브솔트,허브솔트,0.9563,,,
152,크래미,크래미,2635,자른미역,자른미역,0.9562,,,
275,꼬막,꼬막,2462,굴,굴,0.9562,,,
344,국간장(조선간장),국간장(조선간장),2793,네모참치,네모참치,0.9562,,,
373,들깻가루,들깻가루,1856,후랑크소세지,후랑크소세지,0.9562,,,
567,캐찹,캐찹,1961,다시마물,다시마물,0.9562,,,
896,체더치즈,체더치즈,1439,꽁치통조림,꽁치통조림,0.9562,,,
948,뉴슈가,뉴슈가,1391,소세지,소세지,0.9562,,,
948,뉴슈가,뉴슈가,1954,조선호박,조선호박,0.9562,,,
1131,집간장,집간장,2229,건표고,건표고,0.9562,,,
1731,코인육수,코인육수,2124,건미역,건미역,0.9562,,,
1734,쪽파,쪽파,1770,원당,원당,0.9562,,,
1734,쪽파,쪽파,1853,단호박,단호박,0.9562,,,
1879,둥근긴어묵,둥근긴어묵,2099,납작어묵,납작어묵,0.9562,,,
1903,작은 무,작은무,2029,당근 小,당근小,0.9562,,,
1997,곤약면,곤약면,2044,참나물,참나물,0.9562,,,
2012,실채,실채,2067,명란,명란,0.9562,,,
2075,연두부,연두부,2229,건표고,건표고,0.9562,,,
2097,굴비,굴비,2570,도라지채,도라지채,0.9562,,,
2481,알감자,알감자,3578,큰감자,큰감자,0.9562,감자,Y,rule_exact_after_cleanup
6,무청시래기,무청시래기,37,매실청,매실청,0.9561,,,
43,굴소스,굴소스,1924,불린미역,불린미역,0.9561,,,
50,참치액,참치액,1727,숙주나물,숙주나물,0.9561,,,
50,참치액,참치액,2750,죽봉어묵,죽봉어묵,0.9561,,,
93,도토리묵,도토리묵,1770,원당,원당,0.9561,,,
117,파슬리,파슬리,2481,알감자,알감자,0.9561,,,
